Group,Stimuli_Type,PrimeCondition,Item,Sentence,Picture1,Picture2,PrimeQuantifier,Experiment
B,Filler,NA,TrFiller43,De presentator hield het cadeau vast,f_announcer_gift.bmp,f_announcer_loudhailer.bmp,Elke,NL
B,Filler,NA,IntFiller24,Elke monnik lachte,monk_laugh.bmp,monk_walk.bmp,Elke,NL
B,Prime,Ewide,PT062,Elke farao knuppelde een slaaf,farao_slave_s.bmp,policeman_slave_s.bmp,Elke,NL
B,Target,NA,PT106,Elke gast zag een taart,diner_pudding_m.bmp,diner_pudding_s.bmp,Elke,NL
B,Filler,NA,TrFiller59,De fotograaf tilde de stoel op,f_photographer_chair.bmp,f_painter_chair.bmp,Elke,NL
B,Filler,NA,IntFiller77,Elke brandweerman liep,fireman_walk.bmp,sailor_walk.bmp,Elke,NL
B,Prime,Uwide,PT095,Elke boef stal een auto,robber_car_m.bmp,robber_bicycle_m.bmp,Elke,NL
B,Target,NA,PT028,Elke kat naderde een hut,cat_shed_m.bmp,cat_shed_s.bmp,Elke,NL
B,Filler,NA,IntFiller44,Elke duiker glimlachte,diver_smile.bmp,witch_smile.bmp,Elke,NL
B,Filler,NA,TrFiller60,De punker duwde de professor,f_punk_headmaster.bmp,f_athlete_headmaster.bmp,Elke,NL
B,Prime,Ewide,PT098,Elk konijn verfde een schilderij,rabbit_painting_s.bmp,wasp_painting_s.bmp,Elke,NL
B,Target,NA,PT103,Elke aap volgde een kat,monkey_cat_m.bmp,monkey_cat_s.bmp,Elke,NL
B,Filler,NA,TrFiller19,De engel bekritiseerde de schrijver,f_angel_writer.bmp,f_scientist_writer.bmp,Elke,NL
B,Filler,NA,IntFiller53,Elke politieman rende,policeman_run.bmp,waitress_run.bmp,Elke,NL
B,Filler,NA,IntFiller65,Elke danser lachte,dancer_laugh.bmp,sailor_laugh.bmp,Elke,NL
B,Filler,NA,IntFiller72,Elke soldaat liep,soldier_walk.bmp,prisoner_walk.bmp,Elke,NL
B,Prime,Uwide,PT075,Elke verpleegster tikte een zigeuner aan,nurse_gypsy_m.bmp,nurse_boxer_m.bmp,Elke,NL
B,Target,NA,PT040,Elke engel bestrafte een monster,angel_monster_m.bmp,angel_monster_s.bmp,Elke,NL
